ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
676-26-1270|3513424912896590|Raymond|Vargas|M|973 Aaron Fort Apt. 192|Oklahoma City|OK|73170|35.327|-97.5556|640470|Customer service manager|1963-10-30|520398932410|adults_50up_male_urban.json
332-10-0856|4675481386667545|Sara|Stewart|F|324 Mary Points|Carmi|IL|62821|38.0808|-88.167|7657|Private music teacher|1973-01-04|762314146965|adults_50up_female_urban.json
702-16-9141|6520575639836526|Taylor|Cowan|F|5830 Murphy Land|Salem|VA|24153|37.2853|-80.0692|37761|Forensic scientist|1965-07-10|665775741850|adults_50up_female_urban.json
035-83-4505|4604409079772781|Rhonda|Johnson|F|222 Robert Vista|Burnsville|NC|28714|35.903|-82.2876|16753|Communications engineer|1935-04-16|485572028745|adults_50up_female_urban.json
728-08-5149|2704390552958068|Jennifer|Contreras|F|38241 Scott Harbor|Shelton|WA|98584|47.2633|-123.1597|36630|Transport planner|1951-09-09|756767582811|adults_50up_female_urban.json
420-23-0053|4851579197111212590|Lori|Smith|F|35713 Hood Row|Bryan|TX|77807|30.6711|-96.4799|89322|Engineer, aeronautical|1987-03-13|832138782905|adults_2550_female_urban.json
136-40-0874|6524295633432448|Melissa|Baker|F|9558 Gallegos Spur Apt. 096|Saint Louis|MO|63128|38.4915|-90.3772|927396|Designer, furniture|1961-02-10|625080730349|adults_50up_female_urban.json
720-56-5684|4358841834374016|Kelly|Welch|F|79559 Barrett Bypass Suite 150|Vacaville|CA|95687|38.3482|-121.9538|99475|Designer, interior/spatial|1978-03-03|521500975371|adults_2550_female_urban.json
345-83-1642|4427820797996673|Sandra|King|F|576 Williams Wells Apt. 816|Flint|MI|48503|43.0128|-83.6914|162969|Physiological scientist|1981-05-22|295382391974|adults_2550_female_urban.json
411-76-0468|4498392250142579|James|Murray|M|24412 Michaela Mews|Belton|SC|29627|34.5087|-82.5101|18367|Chemical engineer|1963-08-25|269398105887|adults_50up_male_urban.json
702-72-6132|675925178633|Thomas|Barnett|M|316 Lucas Dale Suite 546|Tualatin|OR|97062|45.3727|-122.7631|27434|Therapist, speech and language|1968-03-30|585807126672|adults_50up_male_urban.json
356-63-9609|569235558099|Kyle|Sanders|M|327 Bradley Hollow|Castleton|VT|05735|43.6223|-73.1708|4402|Presenter, broadcasting|1993-06-09|369765976700|adults_2550_male_urban.json
670-24-6975|4467046226817154|Michael|Garcia|M|25298 Parks Branch Suite 660|Houston|TX|77081|29.7119|-95.4845|2906700|Immunologist|1932-01-25|285293121891|adults_50up_male_urban.json
650-15-9890|30575851268610|Chris|Rogers|M|89760 Campbell Crossing Suite 750|Greentown|IN|46936|40.4791|-85.9582|5922|Tour manager|1969-04-01|406674938298|adults_50up_male_urban.json
436-44-4853|676142456075|Erika|Fields|F|0863 Christopher Court|Canfield|OH|44406|41.0293|-80.7564|22054|Computer games developer|1968-08-01|162035318102|adults_50up_female_urban.json
506-56-4501|379389701550295|William|Little|M|8154 Morales Ferry|Aledo|TX|76008|32.7004|-97.6039|13602|Furniture designer|1943-07-14|720358760888|adults_50up_male_urban.json
082-56-1908|4498830597367|Denise|Barker|F|8096 Erika Groves|Apple Valley|CA|92308|34.4698|-117.1927|77467|Accountant, chartered public finance|1964-04-08|229382103465|adults_50up_female_urban.json
801-54-2127|4795133053194979696|Gary|Price|M|5557 Steven Summit|Galt|CA|95632|38.2691|-121.3|29269|Research scientist (physical sciences)|1989-08-20|585020232980|adults_2550_male_urban.json
175-87-6391|4091785138544577020|Mario|Jackson|M|660 Hawkins Overpass Apt. 682|Brighton|CO|80602|39.9636|-104.9072|73471|Multimedia specialist|1960-09-28|136793283295|adults_50up_male_urban.json
406-28-3463|2714226865369452|Randy|Mccoy|M|886 Michele Park Suite 472|Booneville|MS|38829|34.6694|-88.5443|18707|Editor, film/video|1979-04-20|315250833017|adults_2550_male_urban.json
546-43-7603|4169666309329982|Zachary|Greene|M|59329 Cohen Land Apt. 968|New York City|NY|10021|40.7685|-73.9588|1577385|Sales promotion account executive|1945-02-11|214161836654|adults_50up_male_urban.json
469-48-3921|4352410397739738|Rebecca|Kaufman|F|523 Bowen Cliff|Heflin|AL|36264|33.6115|-85.5885|8659|Actor|1978-06-28|37574987741|adults_2550_female_urban.json
694-53-8516|36164819807704|Edward|Ross|M|6876 Dale Vista|Garner|IA|50438|43.1144|-93.5944|4159|Garment/textile technologist|1981-03-16|909493428775|adults_2550_male_urban.json
772-15-2769|375237341517733|Peter|Peterson|M|7494 Kathleen Drive Suite 035|Cincinnati|OH|45215|39.2353|-84.4619|795220|Surveyor, rural practice|1978-09-23|783241936602|adults_2550_male_urban.json
315-92-2594|3577422294643039|Kevin|Hernandez|M|5886 Montgomery Extension|Franklin|TN|37064|35.9328|-86.8788|90669|Local government officer|1974-11-28|170269045784|adults_50up_male_urban.json
874-65-5150|180067287276019|Gloria|Parker|F|49135 Stevens Route|Dublin|VA|24084|37.0989|-80.6697|11304|Administrator, charities/voluntary organisations|1985-12-23|823946427847|adults_2550_female_urban.json
234-95-3319|346158148881070|Lacey|Wright|F|233 Thompson Rest Suite 841|Taylorsville|NC|28681|35.901|-81.2124|25910|Energy manager|1996-10-31|913682726247|adults_2550_female_urban.json
136-67-4961|563399771804|Emma|Walters|F|1717 Cory Radial|Vallejo|CA|94591|38.0985|-122.2124|119080|Engineer, structural|1980-03-02|535145596871|adults_2550_female_urban.json
583-02-9531|6011739970469471|Mark|Murphy|M|444 Matthew Springs Suite 712|Walpole|MA|02081|42.1444|-71.2544|18472|Ranger/warden|1969-03-16|347920342513|adults_50up_male_urban.json
482-64-2673|4641758231334848|Francisco|Moreno|M|493 Mario Fields|Dawsonville|GA|30534|34.4537|-84.155|26685|Occupational hygienist|1976-05-03|188058626828|adults_2550_male_urban.json
625-85-2575|379643474524550|Sandra|Stewart|F|9660 Brown Lodge Suite 274|Great Neck|NY|11021|40.7867|-73.727|40672|Advertising account executive|1967-05-16|776609686046|adults_50up_female_urban.json
214-85-4194|4056658833987411326|Gabriel|Castillo|M|67349 Brown Centers Suite 485|Opa Locka|FL|33056|25.9484|-80.2479|107314|Primary school teacher|1971-11-18|313204503271|adults_50up_male_urban.json
484-18-1213|372294938173597|Kimberly|Guerrero|F|021 Krueger Lake Suite 325|Latta|SC|29565|34.3398|-79.4417|7127|Psychotherapist|1975-10-11|503489061585|adults_2550_female_urban.json
342-26-4244|4216667080850960851|Rachel|Vasquez|F|119 Terri Tunnel Apt. 828|Lebanon|TN|37087|36.2098|-86.3024|54054|Chartered loss adjuster|1977-04-28|672026861824|adults_2550_female_urban.json
196-97-1198|4477251295786060|Laura|Smith|F|03562 Foley Prairie Suite 873|Prague|OK|74864|35.5105|-96.7009|5274|Teacher, special educational needs|1976-02-14|390521432741|adults_2550_female_urban.json
889-74-2501|4342108902851|Tina|Murphy|F|33426 Hall Forge Suite 027|Lakewood|CA|90712|33.8512|-118.1457|79812|Community pharmacist|1980-04-28|27380905918|adults_2550_female_urban.json
889-96-3418|6011776336911283|Susan|Ramsey|F|31795 Perry Fords|Las Vegas|NV|89122|36.1205|-115.0523|1417793|Chemical engineer|1998-02-08|557485858302|adults_2550_female_urban.json
490-33-8336|2400666155416431|Zachary|Miller|M|0450 Melanie Fall Apt. 282|Fayetteville|NC|28311|35.1294|-78.8982|238602|Counselling psychologist|1999-03-30|518381379332|adults_2550_male_urban.json
063-77-3438|3559626228225125|Alvin|Harris|M|549 Johnson Burg Suite 070|Irvington|NJ|07111|40.7261|-74.2313|53942|Cytogeneticist|1971-04-29|450600381837|adults_50up_male_urban.json
553-49-9806|3521053161177681|Jeremiah|Vincent|M|7742 Douglas Lakes|Talbott|TN|37877|36.16|-83.4129|8464|Visual merchandiser|1988-07-31|788849908535|adults_2550_male_urban.json
490-64-9360|4382231164912|David|King|M|7988 Wolf Curve Suite 652|West Sacramento|CA|95691|38.5673|-121.5516|48916|TEFL teacher|1968-04-12|38013675017|adults_50up_male_urban.json
819-50-0787|4020326509779|Scott|Lopez|M|3794 Wilson Harbors Suite 524|Los Angeles|CA|90011|34.0079|-118.2582|2383912|Licensed conveyancer|1995-06-13|961243696222|adults_2550_male_urban.json
791-71-7477|4584156082137114|Joshua|Phillips|M|7681 Raymond Pass Apt. 230|Morgan Hill|CA|95037|37.1353|-121.6501|45579|Engineer, civil (contracting)|1976-07-31|819193768173|adults_2550_male_urban.json
539-77-2487|3585838252129325|Joshua|Friedman|M|40646 English Mountain Suite 240|Princeton|KY|42445|37.1151|-87.8632|11331|Cabin crew|1985-01-16|778468531443|adults_2550_male_urban.json
685-40-3421|3506227236266930|David|Bell|M|2619 Jamie Divide|Roanoke Rapids|NC|27870|36.4461|-77.6731|27236|Health and safety adviser|1958-11-28|359748971547|adults_50up_male_urban.json
653-16-8530|4973741897215406411|Lori|Simmons|F|743 Christopher Street|Indianapolis|IN|46226|39.8326|-86.0836|910148|Toxicologist|1952-05-13|661252024289|adults_50up_female_urban.json
248-86-8103|3560144485645107|Brian|Shaffer|M|739 Wade Cove|San Diego|CA|92130|32.9555|-117.2252|1241364|Ranger/warden|1971-05-02|668127993443|adults_50up_male_urban.json
385-78-8503|4091919113599669|Michelle|Williams|F|9806 Caldwell Burg Apt. 920|Phoenix|AZ|85033|33.4944|-112.2132|1312922|Land/geomatics surveyor|1997-03-31|318251940718|adults_2550_female_urban.json
822-04-7482|4553470574238856529|Ryan|Gates|M|9835 Garcia Stravenue Apt. 659|Lubbock|TX|79423|33.5146|-101.8795|254282|Research scientist (medical)|1961-01-08|204609987136|adults_50up_male_urban.json
208-34-7954|377522501394884|Edward|Castro|M|9131 Jennifer Wells|Ellendale|ND|58436|46.0073|-98.5138|1965|Ophthalmologist|1990-01-07|291423017823|adults_2550_male_rural.json
734-44-8730|372614991537034|Kimberly|Contreras|F|73333 Wong Forge Apt. 043|Antioch|CA|94509|37.9939|-121.8089|102729|Advertising art director|1961-12-16|673697967247|adults_50up_female_urban.json
859-57-6792|213162896964542|Jeffrey|Diaz|M|8512 Heath Squares|Peoria|IL|61616|40.7468|-89.5719|142158|Fine artist|1944-06-10|591827411184|adults_50up_male_urban.json
132-13-8315|3585193583749072|Lisa|Crawford|F|20878 Paula Neck Apt. 151|Valley Park|MO|63088|38.5576|-90.4924|8269|Health and safety adviser|1982-09-13|277324980156|adults_2550_female_urban.json
029-92-9794|36263748453984|Tracy|Thomas|M|90591 Christina Pines Suite 233|New Haven|MI|48050|42.7859|-82.7979|9201|Tourist information centre manager|1998-10-05|836546818497|adults_2550_male_urban.json
856-24-0484|4151169666725215|Eric|Thompson|M|7124 Gonzalez Keys Apt. 571|Jefferson|WI|53549|43.0006|-88.8078|10414|Scientist, research (physical sciences)|2003-02-06|22581940865|young_adults_male_urban.json
063-72-0970|4120800564099513|Tina|Lopez|F|83512 Berry Mill Apt. 827|Palm Desert|CA|92211|33.7644|-116.3398|56047|Airline pilot|1944-08-16|41326530154|adults_50up_female_urban.json
813-16-5107|4529821739295786713|Michael|Jones|M|2373 Williams Circle|Maryville|TN|37803|35.6539|-83.9956|81474|Quantity surveyor|1989-04-16|926900789232|adults_2550_male_urban.json
725-97-9686|2615899886834520|Jo|Gonzalez|F|6617 Travis Islands Suite 964|Hyattsville|MD|20783|39.0005|-76.9723|150988|Research scientist (medical)|1969-06-11|867550268238|adults_50up_female_urban.json
790-88-0904|213131499825087|Alfred|Rasmussen|M|58068 William Springs Apt. 317|Montgomery|TX|77356|30.4411|-95.7097|40534|Electronics engineer|2003-10-09|244350808753|young_adults_male_urban.json
328-10-3336|30399006314033|Matthew|Herman|M|63560 Donald Gateway Suite 694|Hampton|SC|29924|32.8729|-81.0973|4331|Engineer, energy|1977-03-28|966111115187|adults_2550_male_urban.json
755-35-6705|3566643749060726|Mary|Walker|F|27128 Jackson Streets|Los Angeles|CA|90032|34.0818|-118.1753|2383912|Furniture conservator/restorer|1997-03-25|751427365638|adults_2550_female_urban.json
712-51-4667|180049411631871|Christina|Holmes|F|7113 Marissa Ferry|Urbana|IL|61801|40.1095|-88.2036|49989|Charity officer|1971-04-30|763484301797|adults_50up_female_urban.json
248-56-6077|30279083350904|Tiffany|Peterson|F|57306 Hernandez Highway Apt. 323|North Las Vegas|NV|89030|36.2115|-115.1241|214518|Legal executive|1951-04-17|793100123412|adults_50up_female_urban.json
026-57-1137|4822850116883|Alicia|Le|F|0213 Patrick Port Apt. 691|Tekonsha|MI|49092|42.0863|-84.9926|2187|Environmental manager|1999-12-07|690468289425|adults_2550_female_rural.json
578-70-1212|676379649673|Thomas|Young|M|457 Calhoun Drives Suite 853|Mastic Beach|NY|11951|40.7657|-72.8537|13680|Cytogeneticist|1940-03-13|701311738632|adults_50up_male_urban.json
179-50-4215|4064207683625368|Jason|Butler|M|6755 Ortega Dale Apt. 333|Saint Petersburg|FL|33713|27.789|-82.6779|341043|Teacher, adult education|1978-11-14|802616026842|adults_2550_male_urban.json
803-80-5955|36543627187492|Jason|Gonzalez|M|268 White Mills Apt. 369|Cadillac|MI|49601|44.2504|-85.43|21236|Drilling engineer|1982-06-07|750528233547|adults_2550_male_urban.json
788-20-6585|3526573275998016|Rachel|Miller|F|51553 Susan Inlet|Manteca|CA|95336|37.8134|-121.2132|74232|Brewing technologist|1950-03-03|684458615763|adults_50up_female_urban.json
598-58-7784|344418222618968|Brooke|Tran|F|431 Regina Court Apt. 267|Honolulu|HI|96825|21.2987|-157.6985|403114|Museum education officer|1992-09-25|186731777944|adults_2550_female_urban.json
601-89-5938|30270795515124|Chad|Evans|M|13541 Morrison Union Suite 099|Hilo|HI|96720|19.7025|-155.0939|46165|Pensions consultant|1988-09-04|188942920570|adults_2550_male_urban.json
872-33-3147|180080752034474|Zachary|Morgan|M|715 David Road Apt. 904|Greenville|NC|27858|35.5866|-77.3485|108695|Museum/gallery conservator|1983-06-04|992994902922|adults_2550_male_urban.json
390-50-0590|3565586652548370|Douglas|Miller|M|158 Andrew Crossroad Apt. 312|Cincinnati|OH|45219|39.127|-84.5131|795220|Midwife|1987-12-30|167782722059|adults_2550_male_urban.json
821-31-1432|5105912975191023|Christina|Reese|F|11063 Brendan Common|Lancaster|PA|17602|40.0335|-76.2844|164596|Naval architect|1954-06-17|688570896156|adults_50up_female_urban.json
198-61-3233|3592749072801236|Dennis|Humphrey|M|113 Melinda Throughway|Baltimore|MD|21218|39.3265|-76.6048|635495|Estate agent|1994-01-04|434489300853|adults_2550_male_urban.json
857-76-4862|3584364538044213|Amy|Snyder|F|617 Tiffany Spring|Spring Valley|IL|61362|41.3279|-89.2042|5911|Chartered management accountant|1977-08-13|645612603613|adults_2550_female_urban.json
715-88-9921|4945757574758335|Kevin|Williams|M|7756 Melton Mountain Suite 226|Bassett|VA|24055|36.7534|-80.0055|13674|Personnel officer|1963-04-19|29848451208|adults_50up_male_urban.json
808-41-6250|4650622923106724|Denise|Gonzalez|F|2484 James Rest Suite 662|New Orleans|LA|70119|29.9746|-90.0852|382333|Ranger/warden|1948-09-28|734306692746|adults_50up_female_urban.json
362-14-1097|379423873670423|George|Collins|M|192 Peterson Landing Apt. 597|Atlanta|GA|30319|33.8687|-84.3351|900273|Biomedical scientist|1964-01-12|489702334696|adults_50up_male_urban.json
428-32-3432|345748595325935|Michelle|Lynch|F|9705 Patrick Drive|Ringgold|GA|30736|34.9205|-85.1549|41029|Youth worker|1985-08-03|87280843357|adults_2550_female_urban.json
503-60-9873|3517634250733058|Heather|Oliver|F|5759 Madison Rue|Lincoln|NE|68506|40.7848|-96.6431|266032|Emergency planning/management officer|1950-01-03|663991581013|adults_50up_female_urban.json
303-94-0993|3588436604432401|Allen|Schneider|M|57276 Brittney Trace Suite 147|Brooklyn|NY|11209|40.6251|-74.0303|2504700|Health and safety adviser|1971-02-04|773943574861|adults_50up_male_urban.json
465-37-2669|3550105875256807|Lori|Lucas|F|59045 Nicole Centers Apt. 711|Westmont|IL|60559|41.7728|-87.9757|24852|Counselling psychologist|1968-08-20|112320137593|adults_50up_female_urban.json
168-92-3851|2285516517680861|Maria|Foster|F|137 Darius Ways|Houston|TX|77076|29.858|-95.3834|2906700|Games developer|1997-10-14|262969664109|adults_2550_female_urban.json
661-88-9138|501837003323|Troy|Taylor|M|6608 Vasquez Skyway Suite 810|Monroe|MI|48161|41.908|-83.4719|55814|Engineer, communications|1966-12-03|41187313288|adults_50up_male_urban.json
236-75-8053|581958263286|Adrienne|Burton|F|8586 Mary Throughway Suite 535|Columbia|SC|29223|34.0853|-80.9167|333497|Gaffer|1989-02-08|130535362395|adults_2550_female_urban.json
293-58-0473|36321061339436|Stephen|Meyers|M|0394 William Inlet Apt. 325|Portland|OR|97211|45.5653|-122.6448|841711|Engineer, maintenance|1962-02-17|428293890109|adults_50up_male_urban.json
336-59-6403|3577894319100908|Shannon|Arroyo|F|7692 Brian Forge|Santa Rosa|CA|95404|38.4534|-122.6878|209844|Engineer, aeronautical|1991-06-30|468026624377|adults_2550_female_urban.json
898-48-1247|4040142473107201139|Jordan|Tanner|F|0971 Jason Locks Suite 007|Rancho Santa Margarita|CA|92688|33.6512|-117.5938|43792|Podiatrist|1990-03-29|514667869039|adults_2550_female_urban.json
180-02-9450|676314473403|Michael|Richmond|M|70096 Conner Stravenue|Louisville|KY|40207|38.2628|-85.6663|736284|Art gallery manager|1975-01-12|400662540142|adults_50up_male_urban.json
613-48-7476|30255882556297|Jennifer|Mcdonald|F|2786 Ali Corners Suite 255|Oil City|PA|16301|41.4319|-79.6916|16321|Psychologist, prison and probation services|1984-01-03|826569757851|adults_2550_female_urban.json
883-88-2692|588295829232|Samantha|Sanders|F|88081 Jonathan Plaza Apt. 357|Tucson|AZ|85706|32.1392|-110.9451|865276|Commercial horticulturist|1961-05-07|804556841663|adults_50up_female_urban.json
562-51-8571|4395613723081720|Sydney|Neal|F|64381 Andrew Burgs Suite 132|Buffalo|NY|14221|42.9685|-78.7492|564824|Building surveyor|2001-09-13|275165763588|young_adults_female_urban.json
122-55-5858|4094565346997993|Amanda|Henry|F|5504 Callahan Lights|Jacksonville|NC|28546|34.774|-77.3781|91948|Solicitor|2006-05-26|110680394106|young_adults_female_urban.json
706-76-5752|4060717481131769|Paul|Allen|M|54873 Davis Spur Apt. 908|Claremore|OK|74017|36.3242|-95.5985|45705|Producer, television/film/video|1997-05-20|550052594447|adults_2550_male_urban.json
475-36-9258|6011491872742049|Kyle|Simmons|M|37730 Parsons Valley|Nashville|TN|37214|36.1633|-86.6609|431336|Editor, commissioning|2002-03-02|415634562309|young_adults_male_urban.json
310-24-3661|373711222990773|Holly|Hale|F|858 Robert Bypass|Elizabeth|NJ|07208|40.6747|-74.2239|124967|Health promotion specialist|1960-06-29|611759212133|adults_50up_female_urban.json
433-09-1068|2255768321021925|Matthew|Griffin|M|471 Brandi Crescent Apt. 332|Vandalia|IL|62471|38.9439|-89.1041|10233|Hydrologist|1994-11-20|820910906832|adults_2550_male_urban.json
401-02-6093|676101849807|Elizabeth|Cain|F|73377 Lewis Extensions Suite 881|Dayton|OH|45424|39.8353|-84.1123|479994|Dancer|1990-11-13|140304050339|adults_2550_female_urban.json
149-98-1115|30192365346062|Andrew|Flores|M|35679 Kaitlyn Crossroad Suite 986|Stafford|VA|22556|38.4718|-77.5102|77138|Designer, industrial/product|1999-05-07|658166546297|adults_2550_male_urban.json
295-64-1230|6011618120546471|Matthew|Hatfield|M|8954 Dixon Lights Apt. 751|Santa Barbara|CA|93109|34.4038|-119.7194|132916|Recruitment consultant|1994-09-25|377850721341|adults_2550_male_urban.json
